Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS,AvgSpeed,Cool,Depart,Depth,DewPoint,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,SnowFall,Station,StnPressure,Sunrise,Sunset,Tavg,Tmax,Tmin,WetBulb
2007-08-28,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX SALINARIUS,38, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8,3,0,0,0,0,1,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX TERRITANS,38, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8,1,0,0,0,0,0,0,1,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,81, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,4,1,0,1,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS,81, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,2,0,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,23,0,0,1,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,50,0,0,1,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,50,0,0,1,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,50,0,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,41,0,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,49,1,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,50,0,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,50,0,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000001,8,50,0,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,12,0,0,1,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,8,0,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,0,1,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,0,1,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,0,1,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,49,0,0,1,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,0,1,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,0,1,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,0,1,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,0,1,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,43,0,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,35,0,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,43,0,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,1,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,50,0,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"South Avenue L, Chicago, IL 60617, USA",CULEX TERRITANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702723999999996,-87.536497,5,2,0,0,0,0,0,0,1,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS/RESTUANS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000001,8,11,0,0,1,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-08-28,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000001,8,13,0,1,0,0,0,0,0,8.9,14.5,9.0,0.0,65.5,0.0,0.0,20.5,8.4,29.985,0.0,1.5,29.310000000000002,513.0,1834.0,79.5,90.5,68.0,70.0
2007-09-04,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,10,1,0,1,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,13,1,1,0,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,62, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,4,0,0,1,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,62, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,5,0,1,0,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,2,0,1,0,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,4,0,0,1,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,2,0,1,0,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX PIPIENS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,1,0,1,0,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,5,0,0,1,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,8,0,1,0,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,2,0,0,1,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0,0,0,1,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,4,0,1,0,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"North Streeter Drive, Chicago, IL 60611, USA",CULEX TERRITANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0,0,0,0,0,0,1,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,3,0,0,1,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,1,0,0,1,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,1,0,1,0,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,2,0,0,1,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,8,13,0,0,1,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,8,34,0,1,0,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,8,50,0,1,0,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,8,43,0,1,0,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,2,0,0,1,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,2,0,1,0,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,1,0,1,0,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999999,9,1,0,0,1,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1,0,0,1,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1,0,1,0,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,1,1,0,1,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,5,1,1,0,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,5,0,0,1,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,3,0,1,0,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,2,0,0,1,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,18,0,1,0,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
2007-09-04,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,3,0,0,1,0,0,0,0,4.65,12.5,8.0,0.0,59.5,0.0,0.0,23.0,2.5,29.994999999999997,0.0,1.5,29.310000000000002,520.0,1822.0,77.5,89.5,65.0,66.5
