Date,Species,AddressNumberAndStreet,Latitude,Longitude,NumMosquitos,WnvPresent,Year,Month,Day,CULEX ERRATICUS,CULEX PIPIENS,CULEX PIPIENS/RESTUANS,CULEX RESTUANS,CULEX SALINARIUS,CULEX TARSALIS,CULEX TERRITANS,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Cool,Sunrise,Sunset,PrecipTotal,ResultSpeed,ResultDir
2007-08-24,CULEX TERRITANS,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,1,0,2007,8,24,0,0,0,0,0,0,1,80,69,75, 4,67,69,10,0509,1840,0.24,5.8,25
2007-08-24,CULEX PIPIENS,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,3,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,19,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,15,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,3,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,13,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,7,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.69629300000001,3,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.69629300000001,10,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,2,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"1800  W LELAND AVE, Chicago, IL",41.966986999999996,-87.674677,1,0,2007,8,24,0,1,0,0,0,0,0,80,69,75, 4,67,69,10,0509,1840,0.24,5.8,25
2007-08-24,CULEX PIPIENS/RESTUANS,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,35,0,2007,8,24,0,0,1,0,0,0,0,80,69,75, 4,67,69,10,0509,1840,0.24,5.8,25
2007-08-24,CULEX PIPIENS,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,16,0,2007,8,24,0,1,0,0,0,0,0,80,69,75, 4,67,69,10,0509,1840,0.24,5.8,25
2007-08-24,CULEX PIPIENS/RESTUANS,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,10,0,2007,8,24,0,0,1,0,0,0,0,80,69,75, 4,67,69,10,0509,1840,0.24,5.8,25
2007-08-24,CULEX RESTUANS,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,1,0,2007,8,24,0,0,0,1,0,0,0,80,69,75, 4,67,69,10,0509,1840,0.24,5.8,25
2007-08-24,CULEX PIPIENS,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,18,1,2007,8,24,0,1,0,0,0,0,0,80,69,75, 4,67,69,10,0509,1840,0.24,5.8,25
2007-08-24,CULEX PIPIENS/RESTUANS,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214000000001,1,0,2007,8,24,0,0,1,0,0,0,0,80,69,75, 4,67,69,10,0509,1840,0.24,5.8,25
2007-08-24,CULEX PIPIENS/RESTUANS,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,4,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,7,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,15,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,3,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,3,0,2007,8,24,0,0,1,0,0,0,0,80,69,75, 4,67,69,10,0509,1840,0.24,5.8,25
2007-08-24,CULEX PIPIENS,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,15,1,2007,8,24,0,1,0,0,0,0,0,80,69,75, 4,67,69,10,0509,1840,0.24,5.8,25
2007-08-24,CULEX PIPIENS/RESTUANS,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,3,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,3,1,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"6000  W ROSCOE ST, Chicago, IL",41.942114000000004,-87.776385,5,1,2007,8,24,0,0,1,0,0,0,0,80,69,75, 4,67,69,10,0509,1840,0.24,5.8,25
2007-08-24,CULEX PIPIENS,"6000  W ROSCOE ST, Chicago, IL",41.942114000000004,-87.776385,12,1,2007,8,24,0,1,0,0,0,0,0,80,69,75, 4,67,69,10,0509,1840,0.24,5.8,25
2007-08-24,CULEX PIPIENS/RESTUANS,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,6,1,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,2,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"4200  W 31ST ST, Chicago, IL",41.837084999999995,-87.729384,1,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"4200  W 31ST ST, Chicago, IL",41.837084999999995,-87.729384,1,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"1700  N PULASKI RD, Chicago, IL",41.911823999999996,-87.726737,9,0,2007,8,24,0,0,1,0,0,0,0,80,69,75, 4,67,69,10,0509,1840,0.24,5.8,25
2007-08-24,CULEX PIPIENS,"1700  N PULASKI RD, Chicago, IL",41.911823999999996,-87.726737,4,0,2007,8,24,0,1,0,0,0,0,0,80,69,75, 4,67,69,10,0509,1840,0.24,5.8,25
2007-08-24,CULEX PIPIENS/RESTUANS,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,3,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,10,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000001,2,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,18,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,28,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,6,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,10,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,35,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,5,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"5200  S NORDICA, Chicago, IL",41.797616,-87.797894,3,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"6100  S MELVINA AVE, Chicago, IL",41.781416,-87.77653199999999,6,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"6100  S MELVINA AVE, Chicago, IL",41.781416,-87.77653199999999,10,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,12,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX RESTUANS,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,3,0,2007,8,24,0,0,0,1,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,10,1,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,7,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,2,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"5500  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.794781,-87.615989,3,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX TERRITANS,"5500  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.794781,-87.615989,1,0,2007,8,24,0,0,0,0,0,0,1,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"6400  S STONY ISLAND AVE, Chicago, IL",41.778748,-87.586427,3,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,6,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,14,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,20,1,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,17,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,15,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,16,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,16,1,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,17,1,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,6,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,14,1,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,1,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX TERRITANS,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,2,0,2007,8,24,0,0,0,0,0,0,1,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,4,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,5,1,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX SALINARIUS,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,1,0,2007,8,24,0,0,0,0,1,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,1,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,6,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.70271600000001,1,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX TERRITANS,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.70271600000001,1,0,2007,8,24,0,0,0,0,0,0,1,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"6500  S RACINE AVE, Chicago, IL",41.775051,-87.65535600000001,2,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"6500  S RACINE AVE, Chicago, IL",41.775051,-87.65535600000001,1,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"8200  E 138TH ST, Chicago, IL",41.644612,-87.60449799999999,2,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"8200  E 138TH ST, Chicago, IL",41.644612,-87.60449799999999,2,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,4,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,3,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,3,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,16,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,3,0,2007,8,24,0,1,0,0,0,0,0,80,69,75, 4,67,69,10,0509,1840,0.24,5.8,25
2007-08-24,CULEX PIPIENS/RESTUANS,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,2,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,3,0,2007,8,24,0,1,0,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-24,CULEX PIPIENS/RESTUANS,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,2,0,2007,8,24,0,0,1,0,0,0,0,81,69,75, 4,67,69,10,0509,1840,0.20,5.5,25
2007-08-28,CULEX PIPIENS/RESTUANS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,0,1,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS/RESTUANS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,0,1,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS/RESTUANS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,0,1,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS/RESTUANS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,19,1,2007,8,28,0,0,1,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS/RESTUANS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,0,1,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS/RESTUANS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,0,1,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,41,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
2007-08-28,CULEX PIPIENS,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1,2007,8,28,0,1,0,0,0,0,0,90,69,80, 9,65,70,15,0513,1834,0.00,7.8,21
