Date,AddressNumberAndStreet,Latitude,Longitude,WnvPresent,Year,Month,Day,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Cool,Sunrise,Sunset,PrecipTotal,ResultSpeed,ResultDir,NumMosquitos,Species_CULEX ERRATICUS,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS
2007-08-15,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,1,0,0,0,1,0,0,0
2007-08-15,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,1,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,31,0,1,0,0,0,0,0
2007-08-15,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999997,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,1,0,0,1,0,0,0,0
2007-08-15,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999997,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,5,0,1,0,0,0,0,0
2007-08-15,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,52,0,0,1,0,0,0,0
2007-08-15,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,20,0,1,0,0,0,0,0
2007-08-15,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,44,0,0,1,0,0,0,0
2007-08-15,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,3,0,0,0,1,0,0,0
2007-08-15,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,90,0,1,0,0,0,0,0
2007-08-15,"9100  W HIGGINS AVE, Chicago, IL",41.98196400000001,-87.812827,1,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,38,0,0,1,0,0,0,0
2007-08-15,"9100  W HIGGINS AVE, Chicago, IL",41.98196400000001,-87.812827,1,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,27,0,1,0,0,0,0,0
2007-08-15,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,1,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,39,0,0,1,0,0,0,0
2007-08-15,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,1,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,25,0,1,0,0,0,0,0
2007-08-15,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000002,1,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,98,0,0,1,0,0,0,0
2007-08-15,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000002,1,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,118,0,1,0,0,0,0,0
2007-08-15,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999998,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,15,0,0,1,0,0,0,0
2007-08-15,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999998,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,17,0,1,0,0,0,0,0
2007-08-15,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,4,0,0,1,0,0,0,0
2007-08-15,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,5,0,1,0,0,0,0,0
2007-08-15,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,6,0,0,1,0,0,0,0
2007-08-15,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,4,0,1,0,0,0,0,0
2007-08-15,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,1,0,0,1,0,0,0,0
2007-08-15,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,1,0,1,0,0,0,0,0
2007-08-15,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,57,0,0,1,0,0,0,0
2007-08-15,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,1,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,14,0,1,0,0,0,0,0
2007-08-15,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,12,0,0,1,0,0,0,0
2007-08-15,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,16,0,1,0,0,0,0,0
2007-08-15,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,5,0,0,1,0,0,0,0
2007-08-15,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,3,0,0,0,1,0,0,0
2007-08-15,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,6,0,1,0,0,0,0,0
2007-08-15,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,3,0,0,1,0,0,0,0
2007-08-15,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,11,0,1,0,0,0,0,0
2007-08-15,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,31,0,0,1,0,0,0,0
2007-08-15,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,9,0,0,0,1,0,0,0
2007-08-15,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,153,0,1,0,0,0,0,0
2007-08-15,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,1,0,0,1,0,0,0,0
2007-08-15,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,2,0,1,0,0,0,0,0
2007-08-15,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,11,0,0,1,0,0,0,0
2007-08-15,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,1,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,9,0,1,0,0,0,0,0
2007-08-15,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,30,0,0,1,0,0,0,0
2007-08-15,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,1,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,25,0,1,0,0,0,0,0
2007-08-15,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,2,0,0,1,0,0,0,0
2007-08-15,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,1,0,1,0,0,0,0,0
2007-08-15,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,1,0,0,1,0,0,0,0
2007-08-15,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,1,0,1,0,0,0,0,0
2007-08-15,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,2,0,0,1,0,0,0,0
2007-08-15,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,71,0,0,1,0,0,0,0
2007-08-15,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,5,0,0,0,1,0,0,0
2007-08-15,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,36,0,1,0,0,0,0,0
2007-08-15,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,7,0,0,1,0,0,0,0
2007-08-15,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,2,0,1,0,0,0,0,0
2007-08-15,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,37,0,0,1,0,0,0,0
2007-08-15,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,1,0,0,0,1,0,0,0
2007-08-15,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,1,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,14,0,1,0,0,0,0,0
2007-08-15,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,1,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,69,0,0,1,0,0,0,0
2007-08-15,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,4,0,0,0,1,0,0,0
2007-08-15,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,79,0,1,0,0,0,0,0
2007-08-15,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725517,-87.61425799999998,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,6,0,0,1,0,0,0,0
2007-08-15,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725517,-87.61425799999998,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,3,0,1,0,0,0,0,0
2007-08-15,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,7,0,0,1,0,0,0,0
2007-08-15,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,4,0,1,0,0,0,0,0
2007-08-15,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,3,0,0,1,0,0,0,0
2007-08-15,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,9,0,1,0,0,0,0,0
2007-08-15,"4000  N TRIPP AVE, Chicago, IL",41.953705,-87.733974,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,5,0,0,1,0,0,0,0
2007-08-15,"4000  N TRIPP AVE, Chicago, IL",41.953705,-87.733974,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,5,0,1,0,0,0,0,0
2007-08-15,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,1,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,27,0,0,1,0,0,0,0
2007-08-15,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,2,0,0,0,1,0,0,0
2007-08-15,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,1,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,55,0,1,0,0,0,0,0
2007-08-15,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,1,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,16,0,0,1,0,0,0,0
2007-08-15,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,1,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,20,0,1,0,0,0,0,0
2007-08-15,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999998,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,38,0,0,1,0,0,0,0
2007-08-15,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999998,1,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,12,0,1,0,0,0,0,0
2007-08-15,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,21,0,0,1,0,0,0,0
2007-08-15,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,1,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,16,0,1,0,0,0,0,0
2007-08-15,"2700  S WESTERN AVE, Chicago, IL",41.843811,-87.686763,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,10,0,0,1,0,0,0,0
2007-08-15,"2700  S WESTERN AVE, Chicago, IL",41.843811,-87.686763,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,1,0,1,0,0,0,0,0
2007-08-15,"2700  S WESTERN AVE, Chicago, IL",41.843811,-87.686763,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,1,0,0,0,0,0,0,1
2007-08-15,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,35,0,0,1,0,0,0,0
2007-08-15,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,5,0,1,0,0,0,0,0
2007-08-15,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,4,0,0,1,0,0,0,0
2007-08-15,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,1,0,1,0,0,0,0,0
2007-08-15,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,7,0,0,1,0,0,0,0
2007-08-15,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,8,0,1,0,0,0,0,0
2007-08-15,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,1,0,0,1,0,0,0,0
2007-08-15,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,2,0,1,0,0,0,0,0
2007-08-15,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,24,0,0,1,0,0,0,0
2007-08-15,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,20,0,1,0,0,0,0,0
2007-08-15,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.69629300000003,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,1,0,0,1,0,0,0,0
2007-08-15,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.69629300000003,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,1,0,0,0,1,0,0,0
2007-08-15,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.69629300000003,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,4,0,1,0,0,0,0,0
2007-08-15,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,6,0,0,1,0,0,0,0
2007-08-15,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,4,0,1,0,0,0,0,0
2007-08-15,"1800  W LELAND AVE, Chicago, IL",41.966987,-87.674677,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,4,0,0,1,0,0,0,0
2007-08-15,"1800  W LELAND AVE, Chicago, IL",41.966987,-87.674677,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,4,0,1,0,0,0,0,0
2007-08-15,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,50,0,0,1,0,0,0,0
2007-08-15,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,1,0,0,0,1,0,0,0
2007-08-15,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,26,0,1,0,0,0,0,0
2007-08-15,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,2,0,0,0,0,0,0,1
2007-08-15,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,49,0,0,1,0,0,0,0
2007-08-15,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,44,0,1,0,0,0,0,0
2007-08-15,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214000000002,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,1,0,0,1,0,0,0,0
2007-08-15,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214000000002,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,2,0,1,0,0,0,0,0
2007-08-15,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,2,0,0,1,0,0,0,0
2007-08-15,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,9,0,1,0,0,0,0,0
2007-08-15,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,6,0,0,1,0,0,0,0
2007-08-15,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,9,0,1,0,0,0,0,0
2007-08-15,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,80,0,0,1,0,0,0,0
2007-08-15,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,63,0,1,0,0,0,0,0
2007-08-15,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000002,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,9,0,0,1,0,0,0,0
2007-08-15,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000002,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,7,0,1,0,0,0,0,0
2007-08-15,"6000  W ROSCOE ST, Chicago, IL",41.942114,-87.776385,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,7,0,0,1,0,0,0,0
2007-08-15,"6000  W ROSCOE ST, Chicago, IL",41.942114,-87.776385,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,5,0,1,0,0,0,0,0
2007-08-15,"6000  W MONTROSE DR, Chicago, IL",41.960616,-87.777189,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,3,0,0,1,0,0,0,0
2007-08-15,"6000  W MONTROSE DR, Chicago, IL",41.960616,-87.777189,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,3,0,1,0,0,0,0,0
2007-08-15,"3300  E RANDOLPH ST, Chicago, IL",41.883284,-87.705085,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,3,0,0,1,0,0,0,0
2007-08-15,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999998,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,4,0,0,1,0,0,0,0
2007-08-15,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999998,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,2,0,0,0,1,0,0,0
2007-08-15,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999998,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,2,0,1,0,0,0,0,0
2007-08-15,"4900  W SUNNYSIDE AVE, Chicago, IL",41.96272800000001,-87.748367,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,1,0,0,1,0,0,0,0
2007-08-15,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,9,0,0,1,0,0,0,0
2007-08-15,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,1,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,1,0,0,0,1,0,0,0
2007-08-15,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,4,0,1,0,0,0,0,0
2007-08-15,"4200  W 31ST ST, Chicago, IL",41.837085,-87.729384,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,5,0,0,1,0,0,0,0
2007-08-15,"4200  W 31ST ST, Chicago, IL",41.837085,-87.729384,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,1,0,0,0,1,0,0,0
2007-08-15,"4200  W 31ST ST, Chicago, IL",41.837085,-87.729384,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,4,0,1,0,0,0,0,0
2007-08-15,"1700  N PULASKI RD, Chicago, IL",41.911824,-87.726737,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,20,0,0,1,0,0,0,0
2007-08-15,"1700  N PULASKI RD, Chicago, IL",41.911824,-87.726737,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,1,0,0,0,1,0,0,0
2007-08-15,"1700  N PULASKI RD, Chicago, IL",41.911824,-87.726737,0,2007,8,15,80,71,76,4,67,70,11,459,1854,0.23,3.4,7,3,0,1,0,0,0,0,0
2007-08-15,"2200  W PERSHING RD, Chicago, IL",41.823065,-87.67837800000002,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,1,0,1,0,0,0,0,0
2007-08-15,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,16,0,0,1,0,0,0,0
2007-08-15,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,1,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,35,0,1,0,0,0,0,0
2007-08-15,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000002,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,8,0,1,0,0,0,0,0
2007-08-15,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,70,0,0,1,0,0,0,0
2007-08-15,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,5,0,0,0,1,0,0,0
2007-08-15,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,80,0,1,0,0,0,0,0
2007-08-15,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,1,0,0,0,0,0,0,1
2007-08-15,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,4,0,0,1,0,0,0,0
2007-08-15,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,1,0,0,0,1,0,0,0
2007-08-15,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,1,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,20,0,1,0,0,0,0,0
2007-08-15,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,19,0,0,1,0,0,0,0
2007-08-15,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,5,0,1,0,0,0,0,0
2007-08-15,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,18,0,0,1,0,0,0,0
2007-08-15,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,8,0,1,0,0,0,0,0
2007-08-15,"5200  S NORDICA, Chicago, IL",41.797616,-87.797894,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,11,0,0,1,0,0,0,0
2007-08-15,"5200  S NORDICA, Chicago, IL",41.797616,-87.797894,0,2007,8,15,81,72,77,4,69,71,12,459,1854,0.83,4.9,6,5,0,1,0,0,0,0,0
